id,medicament_id,forme,dosage
167,23,EZETIMIBE/SIMVASTATINE ACCORD 10 mg/40 mg Cpr Plq/30 | Cip : 3400930217863 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr Plq/30
168,23,EZETIMIBE/SIMVASTATINE ACCORD 10 mg/20 mg Cpr Plq/30 | Cip : 3400930217849 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr Plq/30
169,24,comprimé (brun clair) ; boîte de 30,10 mg/20 mg
170,24,comprimé (brun clair) ; boîte de 90,10 mg/20 mg
171,24,comprimé (brun clair) ; boîte de 30,10 mg/40 mg
172,24,comprimé (brun clair) ; boîte de 90,10 mg/40 mg
173,24,EZETIMIBE/SIMVASTATINE ALMUS 10 mg/40 mg Cpr Plq/30 | Cip : 3400930141687 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr Plq/30
174,24,EZETIMIBE/SIMVASTATINE ALMUS 10 mg/40 mg Cpr Plq/90 | Cip : 3400930141700 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr Plq/90
175,24,EZETIMIBE/SIMVASTATINE ALMUS 10 mg/20 mg Cpr Plq/30 | Cip : 3400930141649 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr Plq/30
176,24,EZETIMIBE/SIMVASTATINE ALMUS 10 mg/20 mg Cpr Plq/90 | Cip : 3400930141663 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr Plq/90
177,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/80 mg Cpr pell Plq/30 | Cip : 3400930295908 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/30
178,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/80 mg Cpr pell Plq/90 | Cip : 3400930295915 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/90
179,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/40 mg Cpr pell Plq/30 | Cip : 3400930295878 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/30
180,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/40 mg Cpr pell Plq/90 | Cip : 3400930295885 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/90
181,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/20 mg Cpr pell Plq/30 | Cip : 3400930295847 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/30
182,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/20 mg Cpr pell Plq/90 | Cip : 3400930295854 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/90
183,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/10 mg Cpr pell Plq/30 | Cip : 3400930295793 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/30
184,25,EZETIMIBE/ATORVASTATINE ARROW 10 mg/10 mg Cpr pell Plq/90 | Cip : 3400930295816 ; Modalités de conservation : Avant ouverture : durant 30 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/90
185,26,comprimé (blanc) ; boîte de 30,10 mg/10 mg
186,26,comprimé (blanc) ; boîte de 90,10 mg/10 mg
187,26,comprimé (blanc) ; boîte de 30,10 mg/20 mg
188,26,comprimé (blanc) ; boîte de 90,10 mg/20 mg
189,26,comprimé (blanc) ; boîte de 30,10 mg/40 mg
190,26,comprimé (blanc) ; boîte de 90,10 mg/40 mg
191,26,comprimé (jaune) ; boîte de 30,10 mg/80 mg
192,26,comprimé (jaune) ; boîte de 90,10 mg/80 mg
193,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/80 mg Cpr pell Plq/30 | Cip : 3400930287408 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/30
194,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/80 mg Cpr pell Plq/90(2x45) | Cip : 3400930289938 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/90(2x45)
195,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/40 mg Cpr pell Plq/30 | Cip : 3400930287385 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/30
196,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/40 mg Cpr pell Plq/90 | Cip : 3400930287392 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/90
197,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/20 mg Cpr pell Plq/30 | Cip : 3400930287354 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/30
198,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/20 mg Cpr pell Plq/90 | Cip : 3400930287361 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/90
199,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/10 mg Cpr pell Plq/30 | Cip : 3400930287330 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/30
200,26,EZETIMIBE/ATORVASTATINE BIOGARAN 10 mg/10 mg Cpr pell Plq/90 | Cip : 3400930287347 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/90
201,27,comprimé (blanc) ; boîte de 30,10 mg/10 mg
202,27,comprimé (blanc) ; boîte de 90,10 mg/10 mg
203,27,comprimé (blanc) ; boîte de 30,10 mg/20 mg
204,27,comprimé (blanc) ; boîte de 90,10 mg/20 mg
205,27,comprimé (blanc) ; boîte de 30,10 mg/40 mg
206,27,comprimé (blanc) ; boîte de 90,10 mg/40 mg
207,27,comprimé (jaune) ; boîte de 30,10 mg/80 mg
208,27,comprimé (jaune) ; boîte de 90,10 mg/80 mg
209,27,EZETIMIBE/ATORVASTATINE EG 10 mg/80 mg Cpr pell Plq/30 | Cip : 3400930286005 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/30
210,27,EZETIMIBE/ATORVASTATINE EG 10 mg/80 mg Cpr pell Plq/90 | Cip : 3400930286043 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/90
211,27,EZETIMIBE/ATORVASTATINE EG 10 mg/40 mg Cpr pell Plq/30 | Cip : 3400930285930 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/30
212,27,EZETIMIBE/ATORVASTATINE EG 10 mg/40 mg Cpr pell Plq/90 | Cip : 3400930285978 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/90
213,27,EZETIMIBE/ATORVASTATINE EG 10 mg/20 mg Cpr pell Plq/30 | Cip : 3400930285862 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/30
214,27,EZETIMIBE/ATORVASTATINE EG 10 mg/20 mg Cpr pell Plq/90 | Cip : 3400930285909 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/90
215,27,EZETIMIBE/ATORVASTATINE EG 10 mg/10 mg Cpr pell Plq/30 | Cip : 3400930285756 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/30
216,27,EZETIMIBE/ATORVASTATINE EG 10 mg/10 mg Cpr pell Plq/90 | Cip : 3400930285787 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/90
217,28,comprimé ; boîte de 30,10 mg/10 mg
218,28,comprimé ; boîte de 90,10 mg/10 mg
219,28,comprimé ; boîte de /30,10 mg/20 mg
220,28,comprimé ; boîte de /90,10 mg/20 mg
221,28,comprimé ; boîte de 30,10 mg/40 mg
222,28,comprimé ; boîte de 90,10 mg/40 mg
223,28,comprimé ; boîte de 30,10 mg/80 mg
224,28,comprimé ; boîte de 90,10 mg/80 mg
225,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/80 mg Cpr pell Plq/30 | Cip : 3400930293584 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/30
226,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/80 mg Cpr pell Plq/90 (2x45) | Cip : 3400930293591 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/90 (2x45)
227,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/40 mg Cpr pell Plq/30 | Cip : 3400930293560 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/30
228,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/40 mg Cpr pell Plq/90 | Cip : 3400930293577 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/90
229,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/20 mg Cpr pell Plq/30 | Cip : 3400930293546 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/30
230,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/20 mg Cpr pell Plq/90 | Cip : 3400930293553 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/90
231,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/10 mg Cpr pell Plq/30 | Cip : 3400930293515 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/30
232,28,EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/10 mg Cpr pell Plq/90 | Cip : 3400930293539 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/90
233,29,comprimé (blanc) ; boîte de 30,10 mg/10 mg
234,29,comprimé (blanc) ; boîte de 90,10 mg/10 mg
235,29,comprimé (blanc) ; boîte de 30,10 mg/20 mg
236,29,comprimé (blanc) ; boîte de 90,10 mg/20 mg
237,29,comprimé (blanc) ; boîte de 30,10 mg/40 mg
238,29,comprimé (blanc) ; boîte de 90,10 mg/40 mg
239,29,comprimé (jaune) ; boîte de 30,10 mg/80 mg
240,29,comprimé (jaune) ; boîte de 90,10 mg/80 mg
241,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/80 mg Cpr pell Plq/30 | Cip : 3400930286456 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/30
242,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/80 mg Cpr pell Plq/90 (2x45) | Cip : 3400930286500 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/80 mg Cpr pell Plq/90 (2x45)
243,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/40 mg Cpr pell Plq/30 | Cip : 3400930286388 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/30
244,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/40 mg Cpr pell Plq/90 | Cip : 3400930286418 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/40 mg Cpr pell Plq/90
245,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/20 mg Cpr pell Plq/30 | Cip : 3400930286326 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/30
246,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/20 mg Cpr pell Plq/90 | Cip : 3400930286357 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/20 mg Cpr pell Plq/90
247,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/10 mg Cpr pell Plq/30 | Cip : 3400930286241 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/30
248,29,EZETIMIBE/ATORVASTATINE TEVA 10 mg/10 mg Cpr pell Plq/90 | Cip : 3400930286289 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg/10 mg Cpr pell Plq/90
249,30,comprimé (blanc) ; boîte de 28,10 mg
250,30,comprimé (blanc) ; boîte de 90,10 mg
251,30,EZETIMIBE ZYDUS 10 mg Cpr Plq/28 | Cip : 3400930067680 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq/28
252,30,EZETIMIBE ZYDUS 10 mg Cpr Plq/90 | Cip : 3400930067710 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq/90
253,31,comprimé (blanc) ; boîte de 30,10 mg
254,31,comprimé (blanc) ; boîte de 90,10 mg
255,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq PVC/PVDC/Alu/30 | Cip : 3400930238806 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq PVC/PVDC/Alu/30
256,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq PVC/PVDC/Alu/90 | Cip : 3400930238851 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq PVC/PVDC/Alu/90
257,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq PVC/PE/PVDC/Alu/30 | Cip : 3400930238905 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr Plq PVC/PE/PVDC/Alu/30
258,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq PVC/PE/PVDC/Alu/90 | Cip : 3400930238943 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr Plq PVC/PE/PVDC/Alu/90
259,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq/30 | Cip : 3400930103951 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr Plq/30
260,31,"EZETIMIBE ZENTIVA 10 mg Cpr Plq/90 | Cip : 3400930103999 ; Modalités de conservation : Avant ouverture : < 30° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Supprimé",10 mg Cpr Plq/90
261,32,comprimé (blanc) ; boîte de 28,10 mg
262,32,comprimé (blanc) ; boîte de 30,10 mg
263,32,comprimé (blanc) ; boîte de 90,10 mg
264,32,EZETIMIBE VIATRIS 10 mg Cpr 30Plq PVC/PVDC/Alu/1 | Cip : 3400930224755 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr 30Plq PVC/PVDC/Alu/1
265,32,EZETIMIBE VIATRIS 10 mg Cpr 90Plq PVC/PVDC/Alu/1 | Cip : 3400930224762 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr 90Plq PVC/PVDC/Alu/1
266,32,EZETIMIBE VIATRIS 10 mg Cpr Fl/28 | Cip : 3400927918100 ; Modalités de conservation : Avant ouverture : durant 36 mois Après ouverture : durant 100 jours | Statut: Commercialisé,10 mg Cpr Fl/28
267,32,EZETIMIBE MYLAN 10 mg Cpr Plq/30x1 | Cip : 3400927916786 | Statut: Supprimé,10 mg Cpr Plq/30x1
268,32,EZETIMIBE MYLAN 10 mg Cpr Plq/90x1 | Cip : 3400927916908 | Statut: Supprimé,10 mg Cpr Plq/90x1
269,33,comprimé (blanc) ; boîte de 30,10 mg
270,33,comprimé (blanc) ; boîte de 90,10 mg
271,33,EZETIMIBE TEVA 10 mg Cpr Plq/30x1 (PVC/AquaBaSW/PVCAlu) | Cip : 3400930308400 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg Cpr Plq/30x1 (PVC/AquaBaSW/PVCAlu)
272,33,EZETIMIBE TEVA 10 mg Cpr Plq/90x1 (PVC/AquaBaSW/PVCAlu) | Cip : 3400930308424 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Commercialisé,10 mg Cpr Plq/90x1 (PVC/AquaBaSW/PVCAlu)
273,33,EZETIMIBE TEVA 10 mg Cpr Plq/30x1 | Cip : 3400930059760 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Supprimé,10 mg Cpr Plq/30x1
274,33,EZETIMIBE TEVA 10 mg Cpr Plq/90x1 | Cip : 3400930059791 ; Modalités de conservation : Avant ouverture : durant 24 mois | Statut: Supprimé,10 mg Cpr Plq/90x1
275,34,comprimé (blanc) ; boîte de 30,10 mg
276,34,comprimé (blanc) ; boîte de 90,10 mg
277,34,"EZETIMIBE SANDOZ 10 mg Cpr Plq alu/30 | Cip : 3400930097762 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq alu/30
278,34,"EZETIMIBE SANDOZ 10 mg Cpr Plq alu/90 | Cip : 3400930097816 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq alu/90
279,35,comprimé (blanc) ; boîte de 30,10 mg
280,35,comprimé (blanc) ; boîte de 90,10 mg
281,35,"EZETIMIBE KRKA 10 mg Cpr Plq/30 | Cip : 3400930125212 ; Modalités de conservation : Avant ouverture : durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/30
282,35,"EZETIMIBE KRKA 10 mg Cpr Plq/90 | Cip : 3400930125236 ; Modalités de conservation : Avant ouverture : durant 5 ans (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/90
283,36,comprimé (blanc) ; boîte de 28,10 mg
284,36,comprimé (blanc) ; boîte de 90,10 mg
285,36,EZETIMIBE EVOLUGEN 10 mg Cpr Plq OPA/Alu/PVC/28 | Cip : 3400930121344 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq OPA/Alu/PVC/28
286,36,EZETIMIBE EVOLUGEN 10 mg Cpr Plq OPA/Alu/PVC/90 | Cip : 3400930123065 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq OPA/Alu/PVC/90
287,37,comprimé (blanc) ; boîte de 30,10 mg
288,37,comprimé (blanc) ; boîte de 90,10 mg
289,37,"EZETIMIBE EG 10 mg Cpr Plq/30 | Cip : 3400930127308 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/30
290,37,"EZETIMIBE EG 10 mg Cpr Plq/90 | Cip : 3400930127353 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/90
291,38,comprimé (blanc) ; boîte de 28,10 mg
292,38,comprimé (blanc) ; boîte de 90,10 mg
293,38,EZETIMIBE CRISTERS PHARMA 10 mg Cpr Plq PVC/Aclar/Alu/28 | Cip : 3400927856723 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg Cpr Plq PVC/Aclar/Alu/28
294,38,EZETIMIBE CRISTERS PHARMA 10 mg Cpr Plq PVC/Aclar/Alu/90 | Cip : 3400927857034 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois | Statut: Commercialisé,10 mg Cpr Plq PVC/Aclar/Alu/90
295,39,comprimé (blanc) ; boîte de 28,10 mg
296,39,comprimé (blanc) ; boîte de 90,10 mg
297,39,EZETIMIBE CRISTERS 10 mg Cpr Plq OPA/Alu/PVC/28 | Cip : 3400930096086 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq OPA/Alu/PVC/28
298,39,EZETIMIBE CRISTERS 10 mg Cpr Plq OPA/Alu/PVC/90 | Cip : 3400930103425 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq OPA/Alu/PVC/90
299,40,comprimé (blanc) ; boîte de 30,10 mg
300,40,comprimé (blanc) ; boîte de 90,10 mg
301,40,"EZETIMIBE BIOGARAN 10 mg Cpr Plq/30 | Cip : 3400930085417 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/30
302,40,"EZETIMIBE BIOGARAN 10 mg Cpr Plq/90 | Cip : 3400930085431 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/90
303,41,comprimé (blanc) ; boîte de 30,10 mg
304,41,comprimé (blanc) ; boîte de 90,10 mg
305,41,EZETIMIBE ARROW 10 mg Cpr Plq/30 | Cip : 3400930139578 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq/30
306,41,EZETIMIBE ARROW 10 mg Cpr Plq/90 | Cip : 3400930139585 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Commercialisé,10 mg Cpr Plq/90
307,41,EZETIMIBE ARROW 10 mg Cpr Plq/28 | Cip : 3400930139561 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq/28
308,42,comprimé (blanc) ; boîte de 30,10 mg
309,42,comprimé (blanc) ; boîte de 90,10 mg
310,42,EZETIMIBE ALTER 10 mg Cpr Plq/28 | Cip : 3400930073957 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq/28
311,42,EZETIMIBE ALTER 10 mg Cpr Plq/30 | Cip : 3400930073964 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq/30
312,42,EZETIMIBE ALTER 10 mg Cpr Plq/90 | Cip : 3400930073988 ; Modalités de conservation : Avant ouverture : durant 36 mois | Statut: Supprimé,10 mg Cpr Plq/90
313,43,comprimé (blanc) ; boîte de 28,10 mg
314,43,comprimé (blanc) ; boîte de 90,10 mg
315,43,"EZETIMIBE ALMUS 10 mg Cpr Plq/28 | Cip : 3400930170335 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/28
316,43,"EZETIMIBE ALMUS 10 mg Cpr Plq/90 | Cip : 3400930170366 ; Modalités de conservation : Avant ouverture : < 25° durant 24 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq/90
317,44,"EZETIMIBE ACCORD 10 mg Cpr Plq Alu/PVC/Aclar/28 | Cip : 3400930085967 ; Modalités de conservation : Avant ouverture : durant 36 mois (Conserver dans son emballage, Conserver à l'abri de l'humidité) | Statut: Commercialisé",10 mg Cpr Plq Alu/PVC/Aclar/28
318,45,EXTRANEAL S p dialyse périton 4Poches db/2.5l+Luer | Cip : 3400936772175 ; Modalités de conservation : Avant ouverture : 4° < durant 24 mois (Ne pas utiliser la solution avec un léger trouble) | Statut: Commercialisé,4Poches db/2.5l+Luer
319,45,EXTRANEAL S p dialyse périton 4Poches/2.5l+Luer | Cip : 3400936772007 ; Modalités de conservation : Avant ouverture : 4° < durant 24 mois (Ne pas utiliser la solution avec un léger trouble) | Statut: Commercialisé,4Poches/2.5l+Luer
320,45,EXTRANEAL S p dialyse périton 5Poches db/2l+Luer | Cip : 3400936771635 ; Modalités de conservation : Avant ouverture : 4° < durant 24 mois (Ne pas utiliser la solution avec un léger trouble) | Statut: Commercialisé,5Poches db/2l+Luer
