id,medicament_id,description
11666,5134,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11667,5135,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11668,5136,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11669,5138,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11670,5140,Ce médicament ne doit pas être utilisé en cas d'allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium).
11671,5141,"calculs des voies urinaires anciens ou en cours,"
11672,5141,"excès d’acide oxalique dans les urines,"
11673,5141,"insuffisance rénale grave,"
11674,5141,"enfant de moins de 15 ans,"
11675,5141,phénylcétonurie (présence d'aspartam).
11676,5142,"infarctus du myocarde récent (moins de 3 mois),"
11677,5142,"troubles du rythme cardiaque,"
11678,5142,"insuffisance coronarienne,"
11679,5142,"maladie grave du foie,"
11680,5142,"enfant de moins de 6 ans,"
11681,5142,en association avec les IMAO.
11682,5143,"allergie aux sulfamides,"
11683,5143,"rétention d'urine par obstruction importante des voies urinaires,"
11684,5143,"déshydratation (surtout chez la personne âgée),"
11685,5143,"encéphalopathie hépatique,"
11686,5143,allaitement.
11687,5148,"antécédent d'allergie à la méfloquine, à la quinine ou à la quinidine ;"
11688,5148,insuffisance hépatique grave ;
11689,5148,antécédent de fièvre bilieuse hémoglobinurique ;
11690,5148,en association avec les médicaments contenant de l'halofantrine ou du valproate de sodium ;
11691,5148,dépression en cours ou ancienne ;
11692,5148,"troubles psychiques (anxiété généralisée, psychose, schizophrénie...) ;"
11693,5148,antécédent de convulsions.
11694,5148,Ces trois dernières contre-indications peuvent ne pas s'appliquer pour le traitement curatif du paludisme.
11695,5152,"risque de glaucome à angle fermé,"
11696,5152,"risque de blocage des urines (adénome de la prostate),"
11697,5152,"antécédent d'agranulocytose,"
11698,5152,"en association avec les médicaments dopaminergiques ou avec le sultopride,"
11699,5152,allergie aux sulfites (solution injectable).
11700,5153,Ce médicament ne doit pas être utilisé en cas de phénylcétonurie (présence d'aspartam).
11701,5154,"douleurs abdominales de cause inconnue,"
11702,5154,"occlusion intestinale ou affection prédisposant à une occlusion,"
11703,5154,difficulté à avaler.
11704,5159,Les comprimés orodispersibles ne doivent pas être utilisés en cas de phénylcétonurie (présence d'aspartam).
11705,5160,Les comprimés orodispersibles ne doivent pas être utilisés en cas de phénylcétonurie (présence d'aspartam).
11706,5163,Les comprimés orodispersibles ne doivent pas être utilisés en cas de phénylcétonurie (présence d'aspartam).
11707,5166,Ce médicament ne doit pas être utilisé en cas de phénylcétonurie (présence d'aspartam).
11708,5167,Ce médicament ne doit pas être utilisé en cas de phénylcétonurie (présence d'aspartam).
11709,5173,"enfant de moins de 2 ans (en l'absence d'études),"
11710,5173,"en association avec le millepertuis,"
11711,5173,allaitement.
11712,5178,Ce médicament ne doit pas être utilisé en cas de troubles hématologiques sévères (taux très faibles de globules rouges ou de globules blancs).
11713,5179,Ce médicament ne doit pas être utilisé en cas de troubles hématologiques sévères (taux très faibles de globules rouges ou de globules blancs).
11714,5180,Ce médicament ne doit pas être utilisé en cas de troubles hématologiques sévères (taux très faibles de globules rouges ou de globules blancs).
11715,5188,Ce médicament ne doit pas être utilisé sur des plaies qui saignent ou sur des lésions infectées.
11716,5190,"antécédent de réaction cutanée grave suite à la prise de terbinafine,"
11717,5190,"maladie du foie,"
11718,5190,insuffisance rénale grave.
11719,5193,"occlusion intestinale ou affection prédisposant à une occlusion,"
11720,5193,"perforation digestive,"
11721,5193,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11722,5193,douleurs abdominales de cause inconnue.
11723,5194,maladie grave du foie ;
11724,5194,"asthme, insuffisance respiratoire ;"
11725,5194,enfant de moins de 15 ans ;
11726,5194,"en association avec les médicaments contenant de la nalbuphine, de la buprénorphine, de la pentazocine, de la naltrexone ou du nalméfène ;"
11727,5194,allaitement.
11728,5195,"occlusion intestinale ou affection prédisposant à une occlusion,"
11729,5195,"perforation digestive,"
11730,5195,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11731,5195,douleurs abdominales de cause inconnue.
11732,5196,"allergie à l'arachide ou au soja (présence d'huile de soja),"
11733,5196,"occlusion intestinale ou affection prédisposant à une occlusion,"
11734,5196,"perforation digestive,"
11735,5196,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11736,5196,douleurs abdominales de cause inconnue.
11737,5197,"occlusion intestinale ou affection prédisposant à une occlusion,"
11738,5197,"perforation digestive,"
11739,5197,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11740,5197,douleurs abdominales de cause inconnue.
11741,5198,"occlusion intestinale ou affection prédisposant à une occlusion,"
11742,5198,"perforation digestive,"
11743,5198,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11744,5198,douleurs abdominales de cause inconnue.
11745,5199,"occlusion intestinale ou affection prédisposant à une occlusion,"
11746,5199,"perforation digestive,"
11747,5199,douleurs abdominales de cause inconnue.
11748,5200,"occlusion intestinale ou affection prédisposant à une occlusion,"
11749,5200,"perforation digestive,"
11750,5200,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11751,5200,douleurs abdominales de cause inconnue.
11752,5201,"occlusion intestinale ou affection prédisposant à une occlusion,"
11753,5201,"perforation digestive,"
11754,5201,"maladie inflammatoire intestinale évolutive ou en poussée (maladie de Crohn, rectocolite hémorragique...),"
11755,5201,douleurs abdominales de cause inconnue.
11756,5203,Ce médicament ne doit pas être utilisé en cas d'allergie aux ammoniums quaternaires (présence de benzalkonium).
11757,5205,Ce médicament ne doit pas être utilisé en cas d'antécédent d'allergie aux protéines de lait de vache.
11758,5206,Ce médicament ne doit pas être utilisé en cas d'allergie au cétrimide.
11759,5208,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11760,5209,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11761,5212,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11762,5213,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11763,5214,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11764,5217,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11765,5218,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11766,5219,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11767,5222,La solution buvable ne doit pas être utilisée chez l'enfant de moins de 3 ans.
11768,5224,Ce médicament ne doit pas être utilisé en cas de bloc auriculoventriculaire.
11769,5225,Ce médicament ne doit pas être utilisé chez l'enfant.
11770,5226,Ce médicament ne doit pas être utilisé chez l'enfant de moins de 2 ans.
11771,5227,Ce médicament ne doit pas être utilisé chez l'enfant de moins de 30 mois.
11772,5228,Ce médicament ne doit pas être utilisé chez l'enfant de moins de 12 ans
11773,5232,"maladie de Crohn active,"
11774,5232,infection sévère en cours (tuberculose en évolution par exemple).
11775,5233,"infection génitale en cours ou récente,"
11776,5233,"maladie inflammatoire de l'appareil génital ou de l'abdomen en cours ou récurrente,"
11777,5233,"saignements anormaux pouvant faire suspecter un cancer non diagnostiqué,"
11778,5233,"antécédent récent d'infection utérine grave après un avortement,"
11779,5233,"malformation de l'utérus,"
11780,5233,"cancer de l'utérus ou cancer hormonodépendant,"
11781,5233,"maladie grave du foie,"
11782,5233,grossesse.
11783,5238,"fragilité cardiovasculaire contre-indiquant l'effort que représente l'acte sexuel (angine de poitrine grave, insuffisance cardiaque grave...) ;"
11784,5238,"situations dans lesquelles l'effet du médicament n'a pas été étudié : hypertension artérielle ou troubles du rythme cardiaque non contrôlés par un traitement, hypotension grave, antécédent récent d'accident vasculaire cérébral ou d'infarctus du myocarde ;"
11785,5238,altération de la vision due à une atteinte du nerf optique ;
11786,5238,en association avec des vasodilatateurs nitrés (voir Interactions).
11787,5241,Ce médicament ne doit pas être utilisé chez l'enfant de moins de 12 ans.
11788,5243,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
11789,5243,insuffisance hépatique ;
11790,5243,antécédent de choc anaphylactique ;
11791,5243,bloc auriculoventriculaire grave ;
11792,5243,rythme cardiaque inférieur à 50 battements par minute ;
11793,5243,asthme et bronchite chronique ;
11794,5243,hypotension ;
11795,5243,"phénomène de Raynaud, artérite ;"
11796,5243,"en association avec certains antiarythmiques et les médicaments contenant du vérapamil, du diltiazem ou de la cimétidine."
11797,5244,allergie aux antidiabétiques de la famille des inhibiteurs de la dipeptidylpeptidase-4 ;
11798,5244,acidocétose ;
11799,5244,"insuffisance rénale, maladie aiguë pouvant provoquer une insuffisance rénale (voir Attention) ;"
11800,5244,"insuffisance hépatique grave, état d'ivresse ;"
11801,5244,"insuffisance cardiaque, insuffisance respiratoire, infarctus du myocarde récent ;"
11802,5244,allaitement.
11803,5246,maladie grave du foie ;
11804,5246,"asthme, insuffisance respiratoire ;"
11805,5246,personne connue comme étant métaboliseur ultrarapide (personne dont l'activité des enzymes impliquées dans le métabolisme des médicaments est excessive) ;
11806,5246,adolescent de moins de 18 ans après une ablation des végétations ou des amygdales dans le cadre d'une apnée du sommeil ;
11807,5246,enfant de moins de 15 ans ;
11808,5246,allaitement.
11809,5247,maladie grave du foie ;
11810,5247,"asthme, insuffisance respiratoire ;"
11811,5247,personne connue comme étant métaboliseur ultrarapide (personne dont l'activité des enzymes impliquées dans le métabolisme des médicaments est excessive) ;
11812,5247,adolescent de moins de 18 ans après une ablation des végétations ou des amygdales dans le cadre d'une apnée du sommeil ;
11813,5247,enfant de moins de 15 ans ;
11814,5247,allaitement.
11815,5248,"accident thromboembolique veineux (phlébite, embolie pulmonaire...) ou artériel (infarctus du myocarde, accident vasculaire cérébral) ancien ou survenant pendant le traitement ;"
11816,5248,prédisposition connue aux thromboses (déficit en protéine C ou en protéine S...) ;
11817,5248,"cancer du sein même guéri, cancer hormonodépendant ;"
11818,5248,saignement génital intermittent (l'origine de ce saignement doit être déterminée par des examens appropriés avant la mise en route du traitement) ;
11819,5248,hyperplasie de l'utérus non traitée ;
11820,5248,"maladie du foie, grave ou récente ;"
11821,5248,porphyrie.
11822,5249,"insuffisance cardiaque grave,"
11823,5249,"maladie responsable d'un état de fatigue extrême,"
11824,5249,"maladie grave responsable d'une fragilité ou d'une obstruction de l'intestin,"
11825,5249,"phénylcétonurie (présence d'aspartam),"
11826,5249,enfant de moins de 3 ans.
11827,5250,"Ce médicament ne doit pas être utilisé en cas d'antécédent d'allergie à l'abacavir (TRIUMEQ, TRIZIVIR, ZIAGEN...)."
11828,5252,"asthme et bronchite chronique grave,"
11829,5252,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
11830,5252,"bloc auriculoventriculaire grave,"
11831,5252,"rythme cardiaque au repos inférieur à 50 battements par minute,"
11832,5252,"rhinite allergique sévère,"
11833,5252,certaines maladies de la cornée.
11834,5253,"excès de calcium dans le sang et dans les urines,"
11835,5253,antécédent de calculs rénaux contenant du calcium.
11836,5257,"allergie aux protéines d'Escherichia coli (utilisée pour la fabrication du produit),"
11837,5257,"neutropénie (nombre anormalement faible de neutrophiles, un type de globules blancs)."
11838,5260,"asthme et bronchite chronique grave,"
11839,5260,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
